Dec  6 10:15:20 sam-ubuntu-VirtualBox seqgen2: START High Rate Sequencer @ sec=0, msec=287
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 954 @ sec=16, msec=630
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 477 @ sec=16, msec=630
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 159 @ sec=16, msec=630
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 159 @ sec=16, msec=631
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 159 @ sec=16, msec=631
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 955 @ sec=16, msec=647
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 956 @ sec=16, msec=664
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 478 @ sec=16, msec=664
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 957 @ sec=16, msec=681
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 958 @ sec=16, msec=699
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 479 @ sec=16, msec=699
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 959 @ sec=16, msec=717
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 960 @ sec=16, msec=733
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 480 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 160 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 160 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 80 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 160 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 80 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 16 @ sec=16, msec=734
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 961 @ sec=16, msec=750
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 962 @ sec=16, msec=767
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 481 @ sec=16, msec=767
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 963 @ sec=16, msec=784
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 964 @ sec=16, msec=801
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 482 @ sec=16, msec=801
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 965 @ sec=16, msec=818
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 966 @ sec=16, msec=835
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 483 @ sec=16, msec=835
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 161 @ sec=16, msec=835
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 161 @ sec=16, msec=835
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 161 @ sec=16, msec=835
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 967 @ sec=16, msec=852
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 968 @ sec=16, msec=869
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 484 @ sec=16, msec=869
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 969 @ sec=16, msec=886
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 970 @ sec=16, msec=903
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 485 @ sec=16, msec=903
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 971 @ sec=16, msec=920
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 972 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 486 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 162 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 162 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 81 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 162 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 81 @ sec=16, msec=937
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 973 @ sec=16, msec=954
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 974 @ sec=16, msec=971
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 487 @ sec=16, msec=971
Dec  6 10:15:36 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 975 @ sec=16, msec=988
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 976 @ sec=17, msec=5
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 488 @ sec=17, msec=5
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 977 @ sec=17, msec=22
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 978 @ sec=17, msec=39
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 489 @ sec=17, msec=39
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 163 @ sec=17, msec=39
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 163 @ sec=17, msec=39
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 163 @ sec=17, msec=40
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 979 @ sec=17, msec=56
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 980 @ sec=17, msec=73
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 490 @ sec=17, msec=73
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 981 @ sec=17, msec=90
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 982 @ sec=17, msec=107
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 491 @ sec=17, msec=107
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 983 @ sec=17, msec=124
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 984 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 492 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 164 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 164 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 82 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 164 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 82 @ sec=17, msec=141
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 985 @ sec=17, msec=158
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 986 @ sec=17, msec=176
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 493 @ sec=17, msec=176
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 987 @ sec=17, msec=193
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 988 @ sec=17, msec=210
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 494 @ sec=17, msec=210
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 989 @ sec=17, msec=227
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 990 @ sec=17, msec=244
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 495 @ sec=17, msec=244
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 165 @ sec=17, msec=244
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 165 @ sec=17, msec=244
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 165 @ sec=17, msec=244
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 991 @ sec=17, msec=262
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 992 @ sec=17, msec=278
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 496 @ sec=17, msec=279
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 993 @ sec=17, msec=296
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 994 @ sec=17, msec=313
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 497 @ sec=17, msec=313
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 995 @ sec=17, msec=330
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 996 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 498 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 166 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 166 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 83 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 166 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 83 @ sec=17, msec=347
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 997 @ sec=17, msec=364
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 998 @ sec=17, msec=381
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 499 @ sec=17, msec=381
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 999 @ sec=17, msec=397
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1000 @ sec=17, msec=414
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 500 @ sec=17, msec=414
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1001 @ sec=17, msec=432
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1002 @ sec=17, msec=449
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 501 @ sec=17, msec=449
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 167 @ sec=17, msec=449
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 167 @ sec=17, msec=449
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 167 @ sec=17, msec=449
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1003 @ sec=17, msec=466
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1004 @ sec=17, msec=483
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 502 @ sec=17, msec=483
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1005 @ sec=17, msec=500
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1006 @ sec=17, msec=517
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 503 @ sec=17, msec=517
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1007 @ sec=17, msec=533
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1008 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 504 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 168 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 168 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 84 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 168 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 84 @ sec=17, msec=551
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1009 @ sec=17, msec=569
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1010 @ sec=17, msec=586
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 505 @ sec=17, msec=586
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1011 @ sec=17, msec=602
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1012 @ sec=17, msec=620
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 506 @ sec=17, msec=620
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1013 @ sec=17, msec=637
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1014 @ sec=17, msec=654
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 507 @ sec=17, msec=654
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 169 @ sec=17, msec=654
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 169 @ sec=17, msec=654
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 169 @ sec=17, msec=654
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1015 @ sec=17, msec=672
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1016 @ sec=17, msec=688
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 508 @ sec=17, msec=689
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1017 @ sec=17, msec=706
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1018 @ sec=17, msec=722
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 509 @ sec=17, msec=722
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1019 @ sec=17, msec=739
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1020 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 510 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 170 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 170 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 85 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 170 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 85 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 17 @ sec=17, msec=757
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1021 @ sec=17, msec=774
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1022 @ sec=17, msec=791
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 511 @ sec=17, msec=791
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1023 @ sec=17, msec=808
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1024 @ sec=17, msec=824
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 512 @ sec=17, msec=824
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1025 @ sec=17, msec=841
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1026 @ sec=17, msec=858
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 513 @ sec=17, msec=858
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 171 @ sec=17, msec=858
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 171 @ sec=17, msec=858
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 171 @ sec=17, msec=858
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1027 @ sec=17, msec=875
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1028 @ sec=17, msec=893
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 514 @ sec=17, msec=893
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1029 @ sec=17, msec=910
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1030 @ sec=17, msec=927
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 515 @ sec=17, msec=927
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1031 @ sec=17, msec=944
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1032 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 516 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 172 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 172 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 86 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 172 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 86 @ sec=17, msec=961
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1033 @ sec=17, msec=978
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1034 @ sec=17, msec=995
Dec  6 10:15:37 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 517 @ sec=17, msec=995
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1035 @ sec=18, msec=12
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1036 @ sec=18, msec=29
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 518 @ sec=18, msec=29
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1037 @ sec=18, msec=45
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1038 @ sec=18, msec=62
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 519 @ sec=18, msec=62
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 173 @ sec=18, msec=62
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 173 @ sec=18, msec=62
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 173 @ sec=18, msec=62
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1039 @ sec=18, msec=79
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1040 @ sec=18, msec=96
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 520 @ sec=18, msec=96
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1041 @ sec=18, msec=113
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1042 @ sec=18, msec=130
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 521 @ sec=18, msec=130
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1043 @ sec=18, msec=147
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1044 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 522 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 174 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 174 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 87 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 174 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 87 @ sec=18, msec=164
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1045 @ sec=18, msec=181
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1046 @ sec=18, msec=198
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 523 @ sec=18, msec=198
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1047 @ sec=18, msec=214
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1048 @ sec=18, msec=231
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 524 @ sec=18, msec=231
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1049 @ sec=18, msec=248
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1050 @ sec=18, msec=265
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 525 @ sec=18, msec=266
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 175 @ sec=18, msec=266
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 175 @ sec=18, msec=266
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 175 @ sec=18, msec=266
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1051 @ sec=18, msec=283
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1052 @ sec=18, msec=300
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 526 @ sec=18, msec=300
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1053 @ sec=18, msec=317
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1054 @ sec=18, msec=333
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 527 @ sec=18, msec=334
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1055 @ sec=18, msec=350
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1056 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 528 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 176 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 176 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 88 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 176 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 88 @ sec=18, msec=368
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1057 @ sec=18, msec=385
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1058 @ sec=18, msec=402
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 529 @ sec=18, msec=402
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1059 @ sec=18, msec=419
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1060 @ sec=18, msec=436
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 530 @ sec=18, msec=436
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1061 @ sec=18, msec=454
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1062 @ sec=18, msec=471
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 531 @ sec=18, msec=471
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 177 @ sec=18, msec=471
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 177 @ sec=18, msec=471
Dec  6 10:15:38 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 177 @ sec=18, msec=471
